quality_tier,quality_score,discovery_source,registry_journal,title,year,doi,url,rights_class,authority_rank,topics,dossier_use_buckets,citation_count,abstract
A,9,crossref,PRS Global Open,Correction: Soft-Tissue Filler Complications: The Important Role of Biofilms,2010,10.1097/prs.0b013e3181e3519c,https://doi.org/10.1097/prs.0b013e3181e3519c,open_access_cc_by,2,dermal_fillers,safety_floor,0,
A,9,openalex,PRS Global Open,Lip lifting as a Supporting Technique in the Facial Feminization Process of Transgender Patients: Case Report,2023,10.55162/mcms.04.112,http://dx.doi.org/10.55162/mcms.04.112,open_access_cc_by,2,dermal_fillers; medspa_general,sales_education_support,1,"The human face presents great variability, resulting from evolution, which allows each individual to be unique and easily recognizable, thus becoming one of the most important and natural means of transmitting individual information. Several male and female craniofacial differences can be observed, in particular the anthropometric distances of the lower third, whose distance between the subnasal and the lower border of the upper lip is on average 20-22 mm in women and 22-24 mm in men, and when this distance is greater than 15 mm, the lip is considered to be long. During the transition process, transgender individuals can opt for facial aesthetic modifications, seeking to increase the characteristics corresponding to their gender, that is, trans women seek to increase the femininity of their traits. The ""lip-lift"" procedure consists of the surgical removal of a tissue strip with the aim of minimizing the nasolabial distance, evertting the upper lip, showing a greater portion of the red lip, and increasing the exposure of the upper central incisors, enhancing female characteristics. the face. This work aims to present a clinical case on the lip-lift technique in the facial feminization of a transgender patient."
B,8,crossref,Aesthetic Plastic Surgery,A Scoping Review of Radiofrequency Microneedling: Clinical Application and Outcome Assessment,2025,10.1007/s00266-025-05023-3,https://doi.org/10.1007/s00266-025-05023-3,unknown,2,rf_microneedling_ultrasound,clinical_gateway_source; sales_education_support,4,
B,8,openalex,Aesthetic Plastic Surgery,COVID-19 Pandemic: Evaluation of Socio-Economic Impact on Aesthetic Plastic Surgery Providers,2021,10.1007/s00266-021-02130-9,https://doi.org/10.1007/s00266-021-02130-9,open_access_cc_by,2,injectables_neurotoxins; medspa_general,source_only_reference,12,
B,8,openalex,Aesthetic Plastic Surgery,Canadian Society for Aesthetic Plastic Surgery 42nd Annual Meeting,2015,10.4172/plastic-surgery.1000923,http://doi.org/10.4172/plastic-surgery.1000923,open_access_cc_by,2,glp1_aesthetics; medspa_general,source_only_reference,0,BACkgROUND: Breast implant-associated anaplastic large cell lymphoma (BI-ALCL) is a newly identified lymphoma arising around breast implants placed for cosmetic or reconstructive indications. Patterns of disease progression and optimal treatment strategies have not been described.
B,8,crossref,Aesthetic Plastic Surgery,Comparative Analysis of Efficacy of Lactic Acid with Ferulic Peel (Combination Peel) Vs Ferulic Peel Alone as a Monotherapy for Photoaging,2021,10.1007/s00266-020-02004-6,https://doi.org/10.1007/s00266-020-02004-6,unknown,2,skin_quality_peels,clinical_gateway_source; combination_observation,5,
B,8,crossref,Aesthetic Plastic Surgery,Histologic study of dermabrasion and chemical peel in an animal model after pretreatment with Retin-A,1995,10.1007/bf00451097,https://doi.org/10.1007/bf00451097,unknown,2,skin_quality_peels,clinical_gateway_source; timing_maintenance,44,
B,8,crossref,Aesthetic Plastic Surgery,Impact of Preoperative Semaglutide Discontinuation Timing on Postoperative Outcomes in Aesthetic Abdominoplasty: A Retrospective Comparative Study,2026,10.1007/s00266-026-05978-x,https://doi.org/10.1007/s00266-026-05978-x,unknown,2,glp1_aesthetics,clinical_gateway_source; sales_education_support,0,
B,8,openalex,Aesthetic Plastic Surgery,Removal of a red tattoo on the lips using a 532-nm picosecond laser,2021,10.14730/aaps.2021.00045,https://doi.org/10.14730/aaps.2021.00045,open_access_cc_by,2,lasers_energy_devices,source_only_reference,0,"Tattoos, which people choose to have performed for various reasons, can have multiple colors, ranging from conventional black to red, yellow, blue, and others. As tattoos have become increasingly popular, the need for tattoo removal has also grown, and the most commonly used method for removal is a laser. However, the extent to which various types of lasers remove different tattoo pigments is clearly important. Although extensive research has been done on black tattoos, red tattoos have not been adequately studied, and there are few case reports on red tattoos. We present a case of effective removal of a red tattoo from the lips using a picosecond laser."
B,8,openalex,Aesthetic Surgery Journal Open Forum,"A Single-Center, Blinded, Placebo-Controlled Study Evaluating Cosmetic Efficacy and Safety of a Novel Topical GLPSGLT in Glucagon-Like Peptide-1 Analog-Treated Patients",2025,10.1093/asjof/ojaf030,https://doi.org/10.1093/asjof/ojaf030,open_access_cc_by,2,glp1_aesthetics,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance,2,"Abstract Glucagon-like peptide-1 receptor agonists (GLP-1 RAs) and Sodium-glucose cotransporter 2 (SGLT-2) inhibitors are widely used for Type 2 diabetes and weight management but may adversely affect skin quality, resulting in dermal thinning, decreased elasticity, and accelerated aging—a phenomenon referred to as “GLP-1 Face.” A novel topical serum, GLPSGLT (Aforé LLC), was developed to counteract these effects using a proprietary blend of a bioavailable retinoic acid derivative, peptides, and botanical agents to support keratinocyte function and dermal repair. The authors of the study aim to evaluate the safety and efficacy of GLPSGLT serum in improving facial skin quality in patients undergoing GLP-1 RA or SGLT-2 therapy. In this split-face, double-blind pilot study, 7 female patients (median age 55) on stable GLP-1 RA/SGLT-2 therapy applied GLPSGLT serum to one side of the face and placebo to the other, twice daily for 6 weeks. Assessments at baseline, Day 21, and Day 42 included the Global Ranking Scale (GRS), standardized photography reviewed by a blinded physician, and a 26-item patient-satisfaction questionnaire. Treated sides showed statistically significant improvements across all 13 GRS domains vs placebo (P &amp;lt; .0001), particularly in hydration, surface roughness, pigmentation, vasculature, visible pores, and static wrinkles. The blinded reviewer correctly identified the treated side in all cases. Patients reported greater satisfaction with skin texture, firmness, radiance, and hydration. No adverse events were reported. GLPSGLT serum significantly improved skin quality in GLP-1 RA/SGLT-2-treated patients and was well-tolerated, warranting further investigation in larger, histologically assessed cohorts. Level of Evidence: 4 (Therapeutic)"
B,8,crossref,Aesthetic Surgery Journal Open Forum,An Evaluation of Neutralizing Antibody Induction During Treatment of Glabellar Lines with a New US Formulation of Botulinum Neurotoxin Type A,2009,10.1016/j.asj.2009.09.009,https://doi.org/10.1016/j.asj.2009.09.009,open_access_cc_by,2,injectables_neurotoxins,structured_taxonomy_support,25,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Body contouring after massive weight loss*1,2004,10.1016/j.asj.2004.04.006,https://doi.org/10.1016/j.asj.2004.04.006,open_access_cc_by,2,body_contouring,source_only_reference,13,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Continuing medical education article ? body contouring*1Gynecomastia,2004,10.1016/j.asj.2004.06.005,https://doi.org/10.1016/j.asj.2004.06.005,open_access_cc_by,2,body_contouring,source_only_reference,17,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Continuing medical education article—body contouring Gluteoplasty,2003,10.1016/j.asj.2003.09.008,https://doi.org/10.1016/j.asj.2003.09.008,open_access_cc_by,2,body_contouring,source_only_reference,87,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Correction of Tear Trough Deformity With Novel Porcine Collagen Dermal Filler (Dermicol-P35),2009,10.1016/j.asj.2009.02.013,https://doi.org/10.1016/j.asj.2009.02.013,open_access_cc_by,2,dermal_fillers,source_only_reference,22,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Does Botulinum Toxin Injection into Masseter Muscles Affect Subcutaneous Thickness?,2018,10.1093/asj/sjx102,https://doi.org/10.1093/asj/sjx102,open_access_cc_by,2,injectables_neurotoxins,structured_taxonomy_support,14,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Evaluation of a Microfocused Ultrasound System for Improving Skin Laxity and Tightening in the Lower Face,2014,10.1177/1090820x14541956,https://doi.org/10.1177/1090820x14541956,open_access_cc_by,2,rf_microneedling_ultrasound,source_only_reference,113,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Extended Use of Botulinum Toxin Type A in Facial Aesthetic Surgery,1998,10.1016/s1090-820x(98)70043-3,https://doi.org/10.1016/s1090-820x(98)70043-3,open_access_cc_by,2,injectables_neurotoxins,source_only_reference,46,
B,8,openalex,Aesthetic Surgery Journal Open Forum,Focused Subspecialty Training in Plastic Surgery Residency: An Objective Assessment of the Cleveland Clinic Pilot Program,2025,10.1093/asjof/ojaf040,https://doi.org/10.1093/asjof/ojaf040,open_access_cc_by,2,medspa_general; skin_quality_peels,source_only_reference,1,"Background: Many senior-level plastic surgery residents have a firm idea regarding the complexion of their future practice. Objectives: Rather than continuing with traditional rotations in the sixth year, it is suggested that chief residents have the option of a 6-month focused training experience in their final year of plastic surgery training. Methods: A pilot program of focused training in the subspecialty area of the chief resident's interest was initiated at our institution in July 2022. Areas of focus began with aesthetic surgery, whereas hand/microsurgery, gender-affirming, and craniofacial surgery were under development. Objective means of assessing the value of the resident's experience were developed, including blinded program surveys completed by participating and nonparticipating residents and attending surgeons, case log activity, and academic productivity. Results: Objective assessment demonstrated that the pilot was favorably received by all residents and participating staff. All residents expressed interest in participating during their chief year and requested the program continue. Furthermore, 10 (48%) residents were interested in pursuing a formal fellowship different than their focused training experience. Attendees unanimously agreed that the pilot offered a substantial advantage and improvement to the current residency training model and supported its continuation. Notably, there were no major criticisms, logistical problems, or administrative burdens encountered. Conclusions: Given the increasing complexity of plastic surgery practice and rising competition from other specialties, a focused training experience before postgraduate fellowship or formal practice may represent an alternative means of enhancing plastic surgery education. The current pilot attempts to test and objectify this concept."
B,8,crossref,Aesthetic Surgery Journal Open Forum,Intramuscular Insertion of a Radiofrequency Microneedling Device for Facial Rejuvenation: A New Technique and Case Reports,2020,10.1093/asjof/ojz035,https://doi.org/10.1093/asjof/ojz035,open_access_cc_by,2,rf_microneedling_ultrasound; skin_quality_peels,source_only_reference,6,"Abstract Skin laxity and dynamic rhytids that signify facial aging are due, in part, to atrophic changes and volume redistribution in the underlying layers of the face: the bone and soft tissue. A microneedling device that delivers bipolar radiofrequency (RF) energy directly to the reticular dermis has been shown to yield rejuvenated, tighter skin in 100% of patients. Herein, the author describes a modification to the standard dermal technique in which the skin is gently gathered with the nondominant hand, and the microneedling device is tilted to deliver RF energy to the mimetic muscles—including the frontalis, orbicularis oculi, and orbicularis oris—as well as the dermis. Muscle penetration was inferred by intraoperative bleeding and postoperative bruising, neither of which is typical of standard RF microneedling. Preliminary findings suggest that the modified procedure may yield greater aesthetic benefits than achieved with dermal application alone, including subtle lifting of the brow and oral commissure, upper-lip shortening with vermilion eversion, tightening of the lower-lid fat pads, and reduction in lateral-canthal rhytids. Although this modified technique will need to be optimized and evaluated in large, controlled studies, the initial results presented herein are encouraging. Level of Evidence: 5"
B,8,crossref,Aesthetic Surgery Journal Open Forum,Lipoplasty: From body contouring to tissue engineering,2002,10.1067/maj.2002.122940,https://doi.org/10.1067/maj.2002.122940,open_access_cc_by,2,body_contouring,source_only_reference,14,
B,8,crossref,Aesthetic Surgery Journal Open Forum,The Use of Dermicol-P35 Dermal Filler for Nonsurgical Rhinoplasty,2009,10.1016/j.asj.2009.03.003,https://doi.org/10.1016/j.asj.2009.03.003,open_access_cc_by,2,dermal_fillers,source_only_reference,25,
B,8,crossref,Aesthetic Surgery Journal Open Forum,Ultrasonically assisted body contouring,1996,10.1016/s1090-820x(96)70034-1,https://doi.org/10.1016/s1090-820x(96)70034-1,open_access_cc_by,2,body_contouring,source_only_reference,75,
B,8,openalex,Aesthetic Surgery Journal Open Forum,Validating the Reliability and Clinical Relevance of an Infraorbital Hollow Photonumeric Scale,2023,10.1093/asjof/ojad052,https://doi.org/10.1093/asjof/ojad052,open_access_cc_by,2,dermal_fillers; medspa_general,timing_maintenance,3,"Background: Infraorbital hollowing is a facial aesthetic issue for which a broad age range of patients seek treatment. Expanding treatment options for this region warrants the development of validated tools to objectively assess infraorbital hollow (IOH) severity before and after treatment. Objectives: To validate a 4-point rating scale to assess depression of IOH, depression relative to the mid-pupillary line, and visibility of the lateral orbital rim. Methods: The IOH scale described herein was developed and subjected to live validation with a total of 73 patients representing the full range of IOH severities. Scale validation was performed by board-certified plastic surgeons and dermatologists (3 raters) over 2 rounds, 2 weeks apart. Intrarater and interrater reliabilities were used to demonstrate test-retest reliability as quantitated with percentage of agreement, weighted kappa statistic with 95% confidence interval (CI), and intraclass correlation coefficient with 95% CI. The clinical relevance of a 1-grade difference was evaluated by comparing rater assessments of 77 photo pairs with their previously determined designation as ""clinically different"" or ""not clinically different."" Results: The IOH scale demonstrated substantial to near-perfect intrarater and interrater reliabilities when utilized by trained raters to assess a diverse group of live patients. Furthermore, clinically relevant differences between grades were established, and detection of a 1-point difference could be achieved by trained evaluators using the IOH scale. Conclusions: This highly reliable, clinically relevant, and validated IOH scale provides a user-friendly, standardized grading system to objectively evaluate and track changes in infraorbital hollowing in clinical practice and research."
B,8,crossref,Journal of Aesthetic Nursing,A global approach to skin health and rejuvenation,2022,10.12968/joan.2022.11.5.206,https://doi.org/10.12968/joan.2022.11.5.206,unknown,4,skin_quality_peels,clinical_gateway_source; sales_education_support,0,"Non-surgical facial and body rejuvenation continues to gain popularity globally as a low downtime option for restoring facial volume, improving skin tone, texture, collagen and hydration levels and reducing facial hyperpigmentation and photodamage while also offering enhancements through facial balance and symmetry using non-surgical interventions. It is important to take into consideration that today's modern patient is becoming more discerning and aware of various options available in the medical aesthetics world; however, it is important that providers employ a treatment algorithm for the safest enhancement and optimal outcomes. This article will provide a framework for the clinician to guide the patient in first laying the foundation for healthy skin practices, the gradual introduction of energy-based rejuvenation and, lastly, offering facial injectables only when necessary so as to promote a holistic, balanced and safer approach to optimal facial rejuvenation."
B,8,crossref,Journal of Aesthetic Nursing,Choosing the most appropriate cannula for dermal filler treatments,2017,10.12968/joan.2017.6.sup1.21,https://doi.org/10.12968/joan.2017.6.sup1.21,unknown,4,dermal_fillers,clinical_gateway_source; sales_education_support; structured_taxonomy_support,0,"Over the past few years, there has been a major shift from the use of sharp needles for dermal filler injections to blunt cannulas. Although cannulas are considered to be safe and to achieve effective cosmetic outcomes, there is a lack of clinical studies comparing different products. Marina Landau reviews the literature and shares her experience in choosing cannulas for this aesthetic procedure"
B,8,crossref,Journal of Aesthetic Nursing,Dermal filler migration complications following lip augmentation procedures,2020,10.12968/joan.2020.9.7.276,https://doi.org/10.12968/joan.2020.9.7.276,unknown,4,dermal_fillers,safety_floor; sales_education_support; timing_maintenance,2,"Filler migration is a rare complication of dermal filler treatment. Although most research has found that more permanent fillers, such as silicone, are more likely to migrate due to their long-term presence in the body, there have also been reported cases of filler migration from short-term hyaluronic acid-based dermal fillers. As lip augmentation procedures are fast becoming one of the most frequently requested treatments in medical aesthetics, this article looks at the longevity of hyaluronic acid lip dermal fillers, while also aiming to assess the cause of dermal filler post-treatment migration and evaluating how to minimise its risk."
B,8,crossref,Journal of Aesthetic Nursing,Global facial enhancement using a cross-linked hyaluronic acid dermal filler,2016,10.12968/joan.2016.5.10.493,https://doi.org/10.12968/joan.2016.5.10.493,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; sales_education_support,1,"Molecular hyaluronic acid (HA) has been a staple product in aesthetics for many years. The Decoria range of dermal fillers, manufactured by Bohus BioTech, represents an innovation in HA dermal filler manufacturing using unique Decoria Proprietary Spherification (DPS) technology. Spherification of the HA particles results in smoother results and higher rates of patient satisfaction. There are two products in the Decoria range (Decoria Essence and Decoria Intense), covering a range of facial treatment indications. This article introduces the technology of the products and describes the way in which Decoria dermal fillers can be used for global facial rejuvenation. Three case studies were undertaken by the author, addressing a diverse range of patients' cosmetic concerns, including lip enhancement, mid-face revolumisation and lower facial contouring. The outcomes of these case studies, illustrated with before and after photography, demonstrate excellent aesthetic results and high patient satisfaction."
B,8,crossref,Journal of Aesthetic Nursing,Lower facial contouring: dermal filler approaches and techniques,2016,10.12968/joan.2016.5.sup5.16,https://doi.org/10.12968/joan.2016.5.sup5.16,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; sales_education_support; timing_maintenance; structured_taxonomy_support,0,"With the onset of age, the lower face displays a number of senescent changes, manifested through skeletal remodelling and subcutaneous and deep facial fat descent, as well as textural changes in skin tone and texture. Anna Baker reviews the literature concerning the salient anatomy for lower facial rejuvenation and critically analyses treatment approaches with dermal fillers"
B,8,crossref,Journal of Aesthetic Nursing,Rejuvenation of the skin using Radiesse: three patient case studies,2012,10.12968/joan.2012.1.1.38,https://doi.org/10.12968/joan.2012.1.1.38,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; sales_education_support; timing_maintenance,1,"Dermal fillers allow remarkable aesthetic rejuvenation using a minimally invasive procedure. Directly combating age-related volume loss, youthful contours may be recreated, lifting tissues and redefining lower face structures such as the jaw line. Achieving good clinical outcomes at an affordable price for patients requires the selection of an appropriate volumising filler with high elasticity and viscosity. Radiesse has been proven to have the highest visco-elastic properties of popularly used dermal fillers ( Sundaram et al, 2010 ) and is a dual action dermal filler which creates both initial volume and encourages long-term neocollagenesis ( Berlin et al, 2008 ). A successful overall treatment relies on knowledge and skill in product placement, holistic facial assessment, and an excellent patient consultation and follow-up."
B,8,crossref,Journal of Aesthetic Nursing,Role of injectable hyaluronic acid in skin rejuvenation: a literature review,2018,10.12968/joan.2018.7.2.76,https://doi.org/10.12968/joan.2018.7.2.76,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; sales_education_support; structured_taxonomy_support,2,"A review of the evidence for injectable hyaluronic acid in facial skin rejuvenation was carried out to explore whether intradermal hyaluronic acid products, using different injection techniques, deliver improvements in skin quality. A literature review of published research identified six studies with varying methodologies and clinical outcome measures. The results from some of these studies demonstrate a benefit of using hyaluronic acid products for skin rejuvenation and improving skin quality."
B,8,crossref,Journal of Aesthetic Nursing,"Skin rejuvenation using mesotherapy: indications, techniques and ingredients",2012,10.12968/joan.2012.1.6.292,https://doi.org/10.12968/joan.2012.1.6.292,unknown,4,dermal_fillers; injectables_neurotoxins; lasers_energy_devices; skin_quality_peels,clinical_gateway_source; sales_education_support; structured_taxonomy_support,1,"Mesotherapy is a skin rejuvenation procedure that has gained popularity in recent years. The products that are used for mesotherapy can be administered using multiple intradermal injections, either individually or through use of a dermal roller, which penetrates usually 192 needles at the same time, and also through topical creams. In this article, the author, who has gained experience in using this procedure over the past 10 years, provides information on the background to mesotherapy's development, the contents of the products used, techniques of administration, and her personal experiences with clients. A random sample from of 100 clients who received mesotherapy via individual injections was selected and descriptive data on their age, gender, ethnicity, and frequency of treatments are presented in this article. Use of the dermal roller technique is also presented, with similar data on the client group who had received this treatment at the same clinic. The data can be interpreted as inferring that the procedure of individual injections is particularly well tolerated by clients. However, further evidence is needed on client outcomes and satisfaction with this treatment, and its use in conjunction with procedures such as botulinum toxin and dermal fillers."
B,8,crossref,Journal of Aesthetic Nursing,The use of blunt-tipped cannulas for dermal filler injections,2015,10.12968/joan.2015.4.sup5.16,https://doi.org/10.12968/joan.2015.4.sup5.16,unknown,4,dermal_fillers,clinical_gateway_source; sales_education_support; structured_taxonomy_support,0,"Cannulas are commonly used in medical aesthetics to volumise, contour and correct various regions of the face. There are several advantages to using blunt-tipped cannulas for facial augmentation in areas such as the tear trough, forehead and temples. Anna Baker looks at the literature surrounding product placement and treatment outcomes with this increasingly popular injection tool"
B,8,crossref,Journal of Aesthetic Nursing,Using dermal fillers for vaginal skin rejuvenation,2018,10.12968/joan.2018.7.9.464,https://doi.org/10.12968/joan.2018.7.9.464,unknown,4,dermal_fillers; skin_quality_peels,clinical_gateway_source; sales_education_support,3,"The number of women requesting genital enhancement treatments is steadily increasing. One popular and effective method of vaginal rejuvenation is the use of dermal fillers to plump the labia majora. This procedure, sometimes called the ‘labial puff’, uses hyaluronic acid products to plump the area, reducing the signs of ageing skin. Women who express an interest in this treatment should be given a full understanding of the procedure, how it works and the realistic outcomes. This article aims to bring attention to this treatment option and highlights areas for improvement to deliver a more patient-friendly approach, as well as to assist the practitioner in improving their technique. The advantages and disadvantages of injecting dermal fillers into this delicate area are explored. This treatment has potential to improve women's confidence and sexual wellbeing, and should therefore be considered as a possible treatment option for women presenting with concerns in this area."
B,8,openalex,PRS Global Open,Characterization of the volume and thickness of DIEP flap by CTA image processing,2021,10.1109/stsiva53688.2021.9592004,https://doi.org/10.1109/stsiva53688.2021.9592004,open_access_cc_by,2,body_contouring; medspa_general,source_only_reference,3,"Breast cancer is the most commonly diagnosed cancer worldwide and is the leading cause of cancer-related death in more than 100 countries. Breast cancer surgery, especially when it involves a mastectomy, is associated with unaesthetic results that can be traumatic. Therefore, breast reconstruction is crucial for the patient to return to normal life, avoiding the psychological consequences. Based on free tissue transfer with microsurgery, autologous breast reconstruction is the gold standard for breast reconstruction, especially in irradiated patients. To plan the reconstruction surgery and locate the cutaneous perforating vessels supplying blood to the flap, preoperative Computed Tomography Angiography (CTA) is usually performed. However, only approximate and qualitative measurements are obtained and the location of the umbilical perforators reported by the radiologist. This paper advances a quantitative method to assess autologous Deep Inferior Epigastric Perforator (DIEP) flap volume and thickness from CTA images. This method is validated by measuring flap volume intraoperatively in the operating room of the Hospital Universitari de Bellvitge. These measurements could improve preoperative planning by reconstructive surgeons as they would know beforehand whether the amount of adipose tissue that can be harvested is sufficient to reconstruct the breast completely. This information could be crucial in thin and large-breasted women or if bilateral breast reconstruction is planned."
B,7,openalex,Aesthetic Medicine,Postoperative Prediction of Picosecond Laser Using Conditional Generative Adversarial Neural Networks,2025,10.1109/iccbe65177.2025.11256111,https://doi.org/10.1109/iccbe65177.2025.11256111,unknown,4,lasers_energy_devices,clinical_gateway_source,0,"Sun spots, freckles, and liver spots on the face significantly impact people's appearance and confidence. Recently, picosecond laser technology has become an important aesthetic tool due to its ability to effectively break up various spots, proving its applicability in medical aesthetics. With the development of medical aesthetic technology, the picosecond laser has become a popular cosmetic treatment due to its excellent performance in removing pigmentation and improving skin texture. However, the price of picosecond laser surgery is high, making it difficult to afford this treatment. In this study, we developed a picosecond laser digital twin system that automatically recognizes the patient's spot type and generates postoperative predictive images using a generative adversarial network to predict the postoperative results, making picosecond laser technology more popular and developing aesthetic medicine affordably and intelligently."
B,7,crossref,Aesthetic Medicine,Transcutaneous Radiofrequency Microneedling in the Facial Plastic Surgeon's Practice: A Review,2022,10.1089/fpsam.2022.0226,https://doi.org/10.1089/fpsam.2022.0226,unknown,4,rf_microneedling_ultrasound,clinical_gateway_source,19,
B,7,crossref,Aesthetic Plastic Surgery,Efficacy of a 1064-nm Picosecond Laser for Treating Early-Stage Traumatic and Surgical Scars,2025,10.1007/s00266-024-04534-9,https://doi.org/10.1007/s00266-024-04534-9,unknown,2,lasers_energy_devices,clinical_gateway_source,1,
B,7,openalex,Aesthetic Plastic Surgery,Evaluating the Performance of Different Large Language Models on Plastic and Aesthetic Surgery: A Cross-Sectional Blinded Study,2025,10.1007/s00266-025-05393-8,https://doi.org/10.1007/s00266-025-05393-8,unknown,2,body_contouring; medspa_general,clinical_gateway_source,2,
B,7,crossref,Aesthetic Plastic Surgery,Granulomatous Reaction to Inappropriate Filler Used as Hyaluronic Acid in Face,2025,10.1007/s00266-023-03758-5,https://doi.org/10.1007/s00266-023-03758-5,unknown,2,dermal_fillers,safety_floor,2,
B,7,crossref,Aesthetic Plastic Surgery,Invited Discussion on: A Meta-analysis-Based Assessment of Intense Pulsed Light for Treatment of Melasma,2020,10.1007/s00266-020-01671-9,https://doi.org/10.1007/s00266-020-01671-9,unknown,2,skin_quality_peels,clinical_gateway_source,1,
B,7,crossref,Aesthetic Plastic Surgery,Response to: Studying Dynamics of Mid-face Lifting During Hyaluronic Acid Filler Injection Using Ultrasound Imaging,2023,10.1007/s00266-023-03356-5,https://doi.org/10.1007/s00266-023-03356-5,unknown,2,dermal_fillers; rf_microneedling_ultrasound,clinical_gateway_source; structured_taxonomy_support,1,
B,7,openalex,Aesthetic Plastic Surgery,The Emerging Role of Laser Resurfacing in Combination with Traditional Aesthetic Facial Plastic Surgery,1998,10.1007/s002669900169,https://doi.org/10.1007/s002669900169,unknown,2,lasers_energy_devices,combination_observation,11,
B,7,crossref,Aesthetic Surgery Journal Open Forum,A Simple Botulinum Toxin Injection Technique for Masseter Reduction,2021,10.1093/asj/sjab273,https://doi.org/10.1093/asj/sjab273,open_access_cc_by,2,injectables_neurotoxins,structured_taxonomy_support,2,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Botulinum toxin a for managing focal hyperhidrosis,2003,10.1016/s1090-820x(03)90030-6,https://doi.org/10.1016/s1090-820x(03)90030-6,open_access_cc_by,2,injectables_neurotoxins,source_only_reference,1,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Botulinum toxin injection technique for treatment of headaches,2002,10.1067/maj.2002.121793,https://doi.org/10.1067/maj.2002.121793,open_access_cc_by,2,injectables_neurotoxins,structured_taxonomy_support,4,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Commentary on: Autogenous Fat Transplantation and Botulinum Toxin Injection Into the Masseter Muscle to Create an Ideal Oval Face,2021,10.1093/asj/sjaa407,https://doi.org/10.1093/asj/sjaa407,open_access_cc_by,2,injectables_neurotoxins,structured_taxonomy_support,1,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Commentary on: Unattractive Consequences: Litigation From Facial Dermabrasion and Chemical Peel Procedures,2014,10.1177/1090820x14545868,https://doi.org/10.1177/1090820x14545868,open_access_cc_by,2,skin_quality_peels,source_only_reference,1,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Comments on “Evaluation of a Microfocused Ultrasound System for Improving Skin Laxity and Tightening in the Lower Face”,2015,10.1093/asj/sju062,https://doi.org/10.1093/asj/sju062,open_access_cc_by,2,rf_microneedling_ultrasound,source_only_reference,1,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Comparison of a series of superficial chemical peels with a single midlevel chemical peel for the correction of facial actinic damage,2003,10.1016/s1090-820x(03)00201-2,https://doi.org/10.1016/s1090-820x(03)00201-2,open_access_cc_by,2,skin_quality_peels,source_only_reference,10,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Light and laser hair removal*,1998,10.1016/s1090-820x(98)80034-4,https://doi.org/10.1016/s1090-820x(98)80034-4,open_access_cc_by,2,lasers_energy_devices,source_only_reference,1,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Male body contouring,2006,10.1016/j.asj.2006.03.001,https://doi.org/10.1016/j.asj.2006.03.001,open_access_cc_by,2,body_contouring,source_only_reference,5,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Microdermabrasion with chemical peel,2001,10.1067/maj.2001.114445,https://doi.org/10.1067/maj.2001.114445,open_access_cc_by,2,skin_quality_peels,source_only_reference,4,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Poly-L-lactic acid for the aesthetic correction of facial volume loss,2005,10.1016/j.asj.2005.10.001,https://doi.org/10.1016/j.asj.2005.10.001,open_access_cc_by,2,glp1_aesthetics; medspa_general,source_only_reference,7,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Rejuvenation of the Hand: Alternative Treatments for Lightening the Dorsal Skin,2000,10.1016/s1090-820x(00)70010-0,https://doi.org/10.1016/s1090-820x(00)70010-0,open_access_cc_by,2,skin_quality_peels,source_only_reference,6,
B,7,crossref,Aesthetic Surgery Journal Open Forum,Response to “Comments on ‘Evaluation of a Microfocused Ultrasound System for Improving Skin Laxity and Tightening in the Lower Face’”,2015,10.1093/asj/sju119,https://doi.org/10.1093/asj/sju119,open_access_cc_by,2,rf_microneedling_ultrasound,source_only_reference,0,
B,7,crossref,Aesthetic Surgery Journal Open Forum,The potential role of the erbium: YAG laser in skin rejuvenation†*,1998,10.1016/s1090-820x(98)80015-0,https://doi.org/10.1016/s1090-820x(98)80015-0,open_access_cc_by,2,lasers_energy_devices; skin_quality_peels,source_only_reference,1,
